idRegister,idUser,responseTime
2297,4411,1005
1610,5149,1326
2935,3110,1312
2478,3703,1108
2314,3423,1330
2576,4629,459
2440,3342,822
2768,3547,1107
2031,4240,1099
2092,3810,1015
1768,3732,1309
2190,3245,1129
1326,4104,960
2134,4930,959
1019,4187,989
2270,4931,1210
1277,4155,393
1057,3460,379
2396,5084,467
1798,3367,1030
2781,5256,883
2573,3971,1149
1391,3102,1247
2117,4448,1134
1696,3093,1172
1694,5048,869
1930,5328,1120
1474,5336,962
1414,5538,390
1247,5401,905
1970,4414,1178
2303,3043,1107
2823,5346,1048
1025,4954,1274
2904,5087,483
2943,3472,911
2854,4367,979
2886,5914,1269
2845,5209,1226
1639,4282,803
2844,5970,429
1643,5512,1038
2851,4236,1103
2470,3601,1045
2142,4000,1216
1394,5715,1057
1688,5658,903
1345,5273,1162
2252,4855,995
1040,3173,1244
