idRegister,idUser,responseTime
1114,3784,1363
1862,4957,1199
2104,5124,1247
1161,3619,1227
1486,3512,968
1751,5509,1272
1667,4325,908
1237,5963,1299
2734,3882,1174
2083,5928,458
2513,5446,999
2606,5385,1231
1469,3656,1027
1789,3848,1062
2660,5145,1035
1201,4715,943
1762,3371,953
2262,4192,863
2672,5624,993
1976,3141,876
2941,5457,951
2067,3572,1107
2491,4662,1173
2601,4854,928
2276,3042,938
1430,3628,1232
2098,5120,1248
2926,5726,937
1110,5935,877
2174,4487,1229
1801,5067,988
2803,4953,960
1713,5893,1321
1652,3089,1014
1827,5220,1174
2381,4638,342
1184,5684,1131
2141,3496,914
2139,5438,1160
1173,3335,982
2848,3807,877
1838,4507,788
1811,5895,1179
1440,5861,1151
2457,4379,971
2640,5675,852
1843,3327,916
1117,5427,1065
2264,5261,838
1470,3488,1328
