idRegister,idUser,responseTime
2696,4943,859
2324,3197,1244
2605,4757,415
1599,3581,920
2198,3615,379
1781,5552,950
2499,3772,369
2328,3004,1112
2738,5823,987
1762,5041,364
2317,4187,936
2684,3643,353
1880,5531,1079
2781,3212,338
2381,3244,341
2902,3110,864
2050,3121,355
1762,3076,325
2692,4042,342
2304,5444,428
1167,4407,835
2977,4231,663
2580,5734,348
1454,5634,984
2461,4773,798
2485,4295,869
2763,3788,651
1596,5588,913
1550,3107,380
2742,5126,361
2662,4034,728
2307,5684,348
2017,5250,351
1329,5994,385
2028,5624,906
1458,5448,811
1461,4422,757
2114,5451,1031
2884,3597,991
2663,5027,1134
1751,3145,401
1938,4281,970
1998,5231,811
2505,3839,1045
1750,3012,985
1455,3134,1080
1397,5039,853
1076,4376,379
2375,4177,986
2136,5705,924
