idRegister,idUser,responseTime
2173,4504,804
1622,4572,1065
1595,3069,477
1029,5255,1089
1494,4467,686
1611,5804,846
2339,4070,1047
2782,5648,388
2644,5946,833
2226,4908,419
1148,4712,809
1730,3008,1049
2791,3703,1119
2135,5765,1051
1066,5417,331
2180,5822,358
1396,3219,430
1321,5700,1085
2619,5185,999
1172,5353,377
1932,3997,950
1395,5980,843
1464,3616,1027
1624,4875,364
2966,3506,363
2215,5064,710
2323,5253,920
2265,3563,1037
1964,4191,416
1634,3339,350
1305,3409,1051
1575,3119,355
2825,3768,880
1145,3039,376
2729,3589,891
2343,4959,354
2867,3337,1078
2966,3285,351
2402,5957,396
1561,5402,437
2997,3193,976
1446,3986,923
2343,5961,363
1024,3027,1014
2561,3552,1032
1986,3192,1147
2104,3768,421
1337,4481,975
1712,4659,327
1538,5062,753
