idRegister,idUser,responseTime
1443,3591,397
2126,4357,1147
2242,5944,1108
2349,5160,959
1791,4934,1030
1857,3928,955
1637,4551,388
1169,3405,356
2302,3867,846
1434,4870,403
2153,4156,890
2109,5302,956
1403,3308,1102
1207,5862,378
1785,5587,788
1329,3134,379
2472,3234,922
1420,3515,786
2494,5251,896
1854,5612,416
2963,5744,852
2185,3157,813
2368,4844,888
2088,4355,348
1059,5612,358
1891,4508,406
1405,3202,806
1267,4966,1002
2543,4434,735
2192,5324,708
2177,3456,329
1808,3072,747
2771,3638,839
2343,5618,806
2287,3472,1152
1062,4170,993
1947,5695,1056
1777,4506,936
1506,5773,996
2919,5013,836
2458,3309,961
1103,4328,321
2753,5261,992
1669,4535,1090
1950,3910,992
1724,3754,1058
2987,5126,1036
1497,5194,819
2336,4767,830
2176,4810,936
