idRegister,idUser,responseTime
1236,5914,1496
1528,4371,1009
2076,3024,1048
2049,5879,1212
1712,3683,955
2395,3542,900
1268,5608,1061
2098,3267,475
1193,5392,850
1580,3941,1314
1520,3840,999
1026,4198,454
2459,3762,380
1414,4415,432
1822,3124,1118
1467,5781,1136
1917,4306,1121
1891,3546,1172
2759,3550,1026
2542,4445,861
2376,4725,1004
1902,5766,1023
2428,5810,829
2904,5702,1194
2839,5660,988
2177,5352,967
1657,3156,1292
1052,3167,1253
1183,5957,1055
1865,4790,964
2221,3475,1077
1567,5046,1118
2844,5995,1028
1372,5335,1226
2688,3566,420
1281,3715,864
2204,3431,1032
2449,5010,938
2568,5128,1074
1565,3999,915
1612,3119,1211
2111,3641,1070
2576,4592,1322
1929,3940,847
1795,5593,993
1482,4414,416
1111,5722,1183
2766,5490,1375
1434,5784,887
2550,4906,992
