idRegister,idUser,responseTime
2994,4424,430
2197,3396,406
2523,3395,357
2752,4232,377
1183,5876,377
2950,4171,394
2069,4901,344
2020,4705,304
1191,3549,392
2065,3260,345
2508,5772,355
1178,4162,363
1726,4367,322
1973,3263,353
1925,5379,374
1534,3196,359
2387,3027,322
2447,4704,359
2889,4878,322
1931,3631,332
2401,5752,350
1653,4860,337
2724,5516,365
1903,4432,371
2605,5096,352
2232,4664,375
2622,5643,329
1559,3308,408
2123,3738,340
1481,4882,390
2399,3121,346
1844,4060,396
2904,4234,330
1137,3603,408
1713,5805,375
2013,3189,348
2650,3540,379
2916,5176,353
1779,3900,318
2619,5987,359
1934,4904,386
1585,3825,340
2819,3341,328
2822,4578,342
1736,5834,361
1851,5909,350
1046,3862,317
1372,5040,376
1239,5901,366
1479,4110,353
