idRegister,idUser,responseTime
1649,3155,1129
1737,5750,982
2710,4441,723
1923,3665,925
2634,3269,838
2734,5221,431
1683,3898,1028
2523,3546,394
2640,4023,384
1816,3209,996
2408,4063,859
2546,4494,935
2420,3378,680
1340,4469,940
1950,5839,426
2849,5639,843
1442,3931,351
1042,4172,858
1114,4595,354
2332,3094,349
2018,3488,841
1250,5474,926
1858,3978,414
2345,4672,947
2047,4248,365
2737,3998,931
1825,4722,775
2422,3307,959
1706,5390,1091
1182,3217,884
1536,4741,378
2151,3503,381
1891,5569,452
2496,5263,1181
1180,4278,401
1649,5140,460
1575,4223,427
2853,3517,399
1564,3860,393
1754,4729,931
1388,4753,374
2191,4301,334
2272,4079,681
1757,4871,791
2790,3112,1121
1900,5455,1134
2584,3308,1063
1448,4483,346
2342,4588,1239
2967,5883,814
