idRegister,idUser,responseTime
2106,3236,1259
1231,4504,1033
1681,4430,1119
1866,5079,754
1703,3263,957
1201,5436,346
1953,5388,764
1888,5699,1015
1655,3173,1039
1679,3022,788
1557,3022,1001
1782,5728,898
1976,5222,414
1427,4062,353
2172,3020,957
1409,5830,990
1537,3193,1009
1256,5403,810
1693,5796,801
2955,5963,810
1406,3113,356
2449,4061,347
2620,5127,1000
2829,3635,903
1199,4190,349
2664,5206,750
1414,5824,382
1940,3852,1016
1503,3973,811
2264,4681,407
2760,5971,906
2523,5866,712
1436,4556,915
1465,3909,328
2645,3413,716
1448,4751,381
2865,4855,987
2062,5743,979
1581,3650,884
2118,5117,333
2180,4191,1011
2913,3842,1013
2779,4892,1264
1977,5157,891
1794,5464,1002
1634,5967,920
2868,4882,406
1473,5501,1040
1914,4962,1270
2723,5011,371
